2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
2855735.73792483,2919764.99009708,2979146.54486203,3034103.08892357,3084797.84741776,3131413.98067654,3174163.79526856,3213282.33997211,3249019.34213207,3281605.92042379,3311259.11502841,3338163.61250275,3362534.08254891,3384580.43009058,3404509.54183131,3422510.9526941,3438751.54594841,3453415.88887133,3466683.52014687,3478684.64525812,3489587.66357803,3499541.20820092,3508774.90718772,3517377.56782703,3525503.00468322
3490343.67968591,3568601.65456309,3641179.11038693,3708348.21979547,3770308.48017726,3827283.75416021,3879533.52755047,3927345.08218813,3971023.64038364,4010851.68051797,4047094.47392362,4079977.74861447,4109763.87867089,4136709.41455516,4161067.21779382,4183068.94218168,4202918.55615916,4220841.64195385,4237057.63573506,4251725.67753771,4265051.58881759,4277217.03224557,4288502.66434055,4299017.02734415,4308948.11683504
2855735.73792483,2919764.99009708,2979146.54486203,3034103.08892357,3084797.84741776,3131413.98067654,3174163.79526856,3213282.33997211,3249019.34213207,3281605.92042379,3311259.11502841,3338163.61250275,3362534.08254891,3384580.43009058,3404509.54183131,3422510.9526941,3438751.54594841,3453415.88887133,3466683.52014687,3478684.64525812,3489587.66357803,3499541.20820092,3508774.90718772,3517377.56782703,3525503.00468322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,,,,,,,,,,,,,,,,,,,,,,,,
