2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
8447659.81500321,8884554.39008772,9329658.01072211,9586258.45266869,9849648.18014677,10328015.452046,10525049.9670121,10814897.4948164,11111963.8802091,11415535.6888433,11727149.1643368,12046250.6147872,12373014.3690631,12707650.4617134,13050357.0223693,13401277.2929002,13760542.3319632,14128304.7075484,14504702.8093616,14889851.4902567,15283840.0063988,15686889.9158002,16099252.2602205,16520982.0655133,16952250.7710763
0,0,3806.9950310206,208370.041655615,418581.28370321,422698.665351259,442229.120780126,653170.50666148,868856.857624037,923155.222198133,1140596.27290648,1361976.03933963,1587053.99260042,1815585.18706972,2047307.24231194,2281919.59794266,2519114.91907245,2758552.33472197,2999841.48635066,3242537.09253245,3486110.08185355,3730253.19829907,3974738.47480309,4218998.8437703,4462613.45181168
3834802.31045854,4152386.31157825,4475606.77944023,4607620.35385559,4743634.64636931,5091783.91871463,5155838.86527191,5310153.53055858,5469430.74368468,5633203.9144471,5803140.42241454,5978690.43262463,6160032.13088545,6347329.26846923,6540760.69030823,6740546.77706689,6946922.72477529,7160118.2402183,7380379.70741447,7607976.25680739,7843201.56236846,8086277.18211002,8337415.58839421,8596957.22061552,8865181.51248442
4612857.50454467,4732168.07850947,4854051.23128188,4978638.0988131,5106013.53377746,5236231.53333133,5369211.10174015,5504743.96425786,5642533.13652438,5782331.77439624,5924008.74192223,6067560.1821626,6212982.23817763,6360321.1932442,6509596.33206102,6660730.51583326,6813619.60718791,6968186.46733012,7124323.10194715,7281875.23344931,7440638.44403032,7600612.73369018,7761836.67182629,7924024.84489779,8087069.25859191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
,,,,,,,,,,,,,,,,,,,,,,,,
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
356133.280151515,361475.279353788,366897.408544095,372400.869672256,377986.88271734,383656.6859581,389411.536247471,395252.709291183,401181.499930551,407199.222429509,413307.210765952,419506.818927441,425799.421211353,432186.412529523,438669.208717466,445249.246848228,451927.985550951,458706.905334215,465587.508914229,472571.321547942,479659.891371161,486854.789741728,494157.611587854,501569.975761672,509093.525398097
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02,3.56093474757339E-02
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
,,,,,,,,,,,,,,,,,,,,,,,,
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073231.75488569,1100990.66496399,1129348.11364131,1158334.6111311,1187969.89933618,1218266.5412856,1249205.69243578,1280738.89538888,1312797.05348506,1345322.7357343,1378285.43192316,1411684.24469242,1445518.27668286,1479798.2962051,1514528.79005524,1549691.81104891,1585263.13048719,1621224.8011857,1657551.69708632,1694207.92382028,1731145.92134899,1768365.68967244,1805876.20238282,1843611.05489793,1881545.12115965
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101,105.424833113101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8447659.81500321,8884554.39008772,9333465.00575313,9794628.4943243,10268229.46385,10750714.1173972,10967279.0877922,11468068.0014779,11980820.7378331,12338690.9110415,12867745.4372432,13408226.6541269,13960068.3616635,14523235.6487831,15097664.2646812,15683196.8908428,16279657.2510356,16886857.0422704,17504544.2957123,18132388.5827891,18769950.0882523,19417143.1140993,20073990.7350236,20739980.9092836,21414864.222888
1160983.99833592,1178398.75831096,1196074.73968562,1214015.86078091,1232226.09869262,1250709.49017301,1269470.13252561,1288512.18451349,1307839.86728119,1327457.46529041,1347369.32726977,1367579.86717881,1388093.5651865,1408914.96866429,1430048.69319426,1451499.42359217,1473271.91494605,1495370.99367024,1517801.5585753,1540568.58195393,1563677.11068323,1587132.26734348,1610939.25135364,1635103.34012394,1659629.8902258
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
6414500.38589075,6620041.96482083,6832327.01610567,7051546.73593709,7277916.13430084,7159770.42122967,7445184.82166871,7683155.13828579,7929139.38181559,8832710.55800234,9117366.42634987,9411777.65224948,9716269.79888835,10031159.2768708,10356783.6190077,10693528.7847842,11041802.9621523,11402015.8427309,11774601.3865103,12160024.0339375,12558780.3742048,12971301.3070905,13398016.768754,13839496.8224465,14296257.2990892
4931358.36903921,5352219.35383886,5786617.23947291,6234863.7996291,6697181.34562624,6177845.30754199,6553659.2535196,6996340.78104225,7450347.04879194,8475537.56674617,8985066.67091647,9505598.48227372,10036877.1672289,10578699.11896,11130799.2264413,11692733.0411678,12264007.2200035,12844108.4535827,13432406.659651,14028124.9739551,14630289.5707132,15238500.9888,15852522.0796625,16471196.6155733,17093799.2580117
5672061.57909068,5858400.13688132,6051068.110807,6250235.59074553,6456103.92965592,6316999.6467357,6581011.00318283,6797167.323458,7020974.4178895,7902045.02175387,8163898.00086899,8435204.64140009,8716291.12730831,9007466.41991063,9309064.94814828,9621485.08698518,9945151.78526977,10280487.1500999,10627942.5231362,10988007.1757834,11361210.5982527,11747983.6903224,12148750.1804126,12564126.0690461,12994644.5688145
742438.806800066,761641.827939519,781258.905298666,801311.145191555,821812.204644921,842770.774493961,864173.818485881,885987.814827783,908164.963926088,930665.536248471,953468.425480886,976573.01084939,999978.67158004,1023692.85696015,1047718.67085943,1072043.69779902,1096651.17688249,1121528.69263097,1146658.86337408,1172016.85815411,1197569.77595211,1223317.61676808,1249266.58834144,1275370.75340044,1301612.73027469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
