2.665,0,1,8,0,2
1.314,0,1,5,0,2
0.01736,0,2,6.02875598808451,0,2
,,,111,0,2
0.04838,0,2,1.7,0,2
0.6,0,2,3,0,2
0.6,0,2,3,0,2
3.045,0,2,1.31192907692308,0,2
0.38,0,2,1.31192907692308,0,2
1.39,0,2,0.1,0,2
0.005,0,2,0.1,0,2
2.894,0,2,,,
0,0,3,0,0,3
1.5749571316381,0,3,14.1,0,3
4.47368421052632,0,3,16.2,0,3
2.49,0,3,54.9,0,3
2.49,0,3,54.9,0,3
5.15449698795181,0,3,51.5,0,3
