2.665,0,1,8,0,2
1.314,0,1,5,0,2
0.01736,0,2,2.3,0,2
,,,111,0,2
0.04838,0,2,1.7,0,2
0.48,0,2,3,0,2
0.48,0,2,3,0,2
2.965,0,2,1.31192907692308,0,2
0.3,0,2,1.31192907692308,0,2
1.39,0,2,0.1,0,2
0.005,0,2,0.1,0,2
2.894,0,2,,,
0,0,3,0,0,3
1.5749571316381,0,3,5.6,0,3
4.47368421052632,0,3,13.3,0,3
2.49,0,2,18.5,0,3
2.49,0,2,18.5,0,3
5.15449698795181,0,3,18.9,0,3
