Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf
1.4346e-12,-1.3549e-12,5.9773e-14,-6.7743e-13,-3.2689e-15,-4.483e-14,-1.7932e-13,-0,-0,-0,-2.366e-14,-3.2689e-15,-0,-0,-0,-0,-0,-0,-4.9811e-14,5.9773e-14,-3.5864e-13,-8.1611e-11,-2.0403e-10,-6.3758e-12,-7.1409e-11,-7.9698e-14,-1.7852e-11,3.0604e-11,-0,-0,-0,-1.4943e-14,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4.8966e-10,-8.1611e-11,-1.9127e-12,-0,-9.9622e-15,4.4631e-12,-2.0403e-11,-0,-0,-0,-2.2913e-13,-0,-0,-0,-0,-0,-0,-3.5023e-16,-7.0047e-16,-2.3349e-16,-3.5023e-16,3.6483e-18,-0,-1.2242e-10,7.1409e-11,-0,-0,-0,-3.1132e-16,-1.2453e-15,-4.8644e-18,-0,-4.3779e-17,-1.2647e-16,-9.7287e-17,-5.0589e-16,-5.0589e-16,2.9186e-17,-3.0402e-18,-0,-0,-0,-1.5566e-16,-1.5566e-16,-3.5802e-15,-1.2752e-12,-1.833e-12,9.3396e-16,-1.9457e-17,-4.9811e-14,-1.7932e-13,-0,-0,-0,-4.8644e-18,6.3758e-13,-0,-0,-0,-0,-0,-0,-6.2264e-16,-1.5566e-15,-1.5566e-15,-2.9887e-14,1.5201e-18,-1.1674e-16,-1.0896e-15,-0,-0,-0,-1.2161e-18,-0,-0,-0,-0,-0,-0,-3.5705e-11,-4.0805e-11,1.8679e-15
0,1.6821e-08,4.0137e-09,5.3279e-09,1,0,0,-0,-0,-0,0,1,-0,-0,-0,-0,-0,-0,0,0,0,0,1.465e-05,1.8689e-07,3.2482e-06,93.876,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,2.9614e-06,5.4367e-08,-0,31.292,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,8.6691e-12,7.1995e-12,1.1639e-11,7.5218e-12,1.5831e-13,-0,0,0,-0,-0,-0,2.6652e-11,9.6724e-12,2.3047e-13,-0,0.081613,0,0,6.6015e-12,6.6015e-12,2.5169e-12,4.4716e-14,-0,-0,-0,3.7071e-11,3.7071e-11,2.1582e-11,0,2.3161e-08,8.001e-11,0.04838,0,0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,0,7.8825e-11,2.4987e-11,7.5187e-10,0.0017,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,0.081453
0.96958,2.604e-13,-3.6619e-14,0.30483,0,0.030412,0.25934,-0,-0,-0,0.031172,0,-0,-0,-0,-0,-0,-0,-0.96958,0.18924,0.41982,981.7,-7.0829e-11,-9.114e-13,95.929,0,9.0415,51.4,-0,-0,-0,0.15586,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,327.23,-8.3328e-12,6.51e-14,-0,0,3.4659,19.275,-0,-0,-0,0.46759,-0,-0,-0,-0,-0,-0,3.9734e-17,-7.5494e-17,3.1787e-17,2.7814e-17,2.235e-18,-0,-1062.7,153.29,-0,-0,-0,1.1125e-16,4.7681e-17,3.9734e-18,-0,0,-6.6198e-07,-6.4189e-07,7.5494e-17,7.5494e-17,6.9534e-18,7.1397e-19,-0,-0,-0,-3.1787e-17,-3.1787e-17,2.543e-16,2.5839,-8.1375e-14,1.5894e-16,0,0.018032,0.15377,-0,-0,-0,0.00015586,1.215,-0,-0,-0,-0,-0,-0,0.0077567,3.4966e-16,-1.5894e-17,0.033836,0,-0.0029087,0.00056772,-0,-0,-0,3.1172e-06,-0,-0,-0,-0,-0,-0,23.208,156.53,-1.3042e-06
-0.039325,-1.7101e-14,-1.0451e-14,0.53728,1.7214e-06,0.0539,0.45725,-0,-0,-0,0.029921,1.7214e-06,-0,-0,-0,-0,-0,-0,0.039325,-0.5429,0.25263,-39.817,5.8372e-12,-1.8241e-13,169.08,0.00011156,16.023,90.62,-0,-0,-0,0.1496,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-13.272,-2.4322e-12,-1.5201e-14,-0,3.7188e-05,6.1422,33.983,-0,-0,-0,0.44881,-0,-0,-0,-0,-0,-0,-1.2989e-17,-5.5668e-18,-8.3502e-18,-6.4946e-18,-5.7988e-19,-0,43.1,-439.75,-0,-0,-0,-5.5668e-17,-1.8556e-17,-2.2035e-18,-0,-5.8026e-09,-7.7584e-07,-6.6217e-07,-1.4845e-17,-1.4845e-17,-4.871e-18,-7.9733e-20,-0,-0,-0,-2.2267e-17,-2.2267e-17,-5.1957e-17,-0.1048,-3.9903e-14,-7.4224e-17,8.3282e-08,0.031958,0.27111,-0,-0,-0,0.0001496,0.7311,-0,-0,-0,-0,-0,-0,-0.0003146,-1.1134e-16,-3.7112e-17,0.059638,2.9264e-09,0.00011797,-0.0016287,-0,-0,-0,2.9921e-06,-0,-0,-0,-0,-0,-0,40.574,275.88,-1.4438e-06
Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf
0.00030143,-6.1239e-13,7.6549e-15,0,0,-0.00053782,0,-0,-0,-0.99998,1,0,-0,-0,-0,-0,-0,-0,-0.00030143,0,0,0.3052,-4.6248e-10,-4.6542e-12,0,0,-0.15858,0,-0,-0,-25.777,5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.10173,-9.7983e-11,-4.348e-12,-0,0,-0.06079,0,-0,-0,-20.913,15,-0,-0,-0,-0,-0,-0,-1.7941e-16,-3.1397e-16,-3.962e-16,-1.8689e-16,-1.8455e-17,-0,-0.33037,0,-0,-0,-35.299,-1.824e-15,-4.4853e-17,-1.7754e-17,-0,0,0,0,-2.6912e-16,-2.6912e-16,-1.0279e-16,-5.8402e-19,-0,-0,-0,-8.3726e-16,-8.3726e-16,-8.3726e-16,0.00080331,-4.2868e-13,-1.4951e-15,0,-0.00031888,0,-0,-0,-1.39,0.005,0,-0,-0,-0,-0,-0,-0,2.4114e-06,-2.0333e-15,-6.8775e-16,0,0,-9.0429e-07,0,-0,-0,-9.9998e-05,0.0001,-0,-0,-0,-0,-0,-0,0,0,0
-0.76387,9.2243e-14,9.3341e-15,0,-4.5316e-07,1,-0.99356,-0,-0,-0,0,-4.5316e-07,-0,-0,-0,-0,-0,-0,0.76387,-0.72508,0,-773.42,3.5983e-11,6.6766e-13,0,-2.9369e-05,297.36,-196.99,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-257.81,1.4056e-11,2.8112e-13,-0,-9.7898e-06,113.99,-73.871,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,3.4317e-17,2.1448e-17,4.2896e-18,1.1796e-17,6.7024e-19,-0,837.2,-587.32,-0,-0,-0,6.0054e-17,7.0778e-17,4.8258e-18,-0,3.3059e-09,0,-7.8063e-07,2.5737e-17,2.5737e-17,8.0429e-18,1.7594e-19,-0,-0,-0,3.4317e-17,3.4317e-17,1.2011e-16,-2.0357,1.0762e-13,3.2601e-16,-2.1924e-08,0.59292,-0.5891,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0.006111,6.8633e-17,5.5764e-17,0,-7.7038e-10,0.0022916,-0.0021753,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,40.124,102.66,-8.4769e-07
Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf
-0.028831,-1.5829e-14,-3.5616e-14,0.39294,5.0861e-06,0.03958,-0.64603,-0,-0,-0,0.024039,5.0861e-06,-0,-0,-0,-0,-0,-0,0.028831,-0.47161,0.23475,-29.192,7.6994e-11,-4.4322e-13,123.66,0.00032963,11.767,-128.09,-0,-0,-0,0.1202,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-9.7306,1.4183e-11,-2.2161e-13,-0,0.00010988,4.5108,-48.034,-0,-0,-0,0.36059,-0,-0,-0,-0,-0,-0,1.5458e-17,3.8646e-17,-2.7052e-17,7.7292e-18,-3.6231e-19,-0,31.599,-382,-0,-0,-0,-1.3913e-16,-1.0821e-16,-6.28e-18,-0,0,-8.0574e-07,-8.8612e-07,-2.3188e-17,-2.3188e-17,-8.6954e-18,-3.3211e-19,-0,-0,-0,1.5458e-17,1.5458e-17,3.0917e-17,-0.076836,1.1081e-13,-4.0192e-16,2.4607e-07,0.023468,-0.38304,-0,-0,-0,0.0001202,0.67937,-0,-0,-0,-0,-0,-0,-0.00023065,-4.6375e-16,-7.7292e-17,0.043616,8.6464e-09,8.6494e-05,-0.0014148,-0,-0,-0,2.4039e-06,-0,-0,-0,-0,-0,-0,-43.162,7.4575,-1.6928e-06
