Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
7.726e-14,-1.2877e-14,-1.2877e-14,3.2192e-15,-0,0.0098353,0.0010312,0.0028873,-0,0.00020624,3.2192e-15,0.0097294,-0,-0.049973,-0.74959,-0.19989,1,0.00053932,-0.03573,-0.013215,-0.20159,-0,6.036e-16,8.048e-16,-0.014408,-0.39022,-0,-0.00050322,-2.0925e-14,7.2432e-15,7.2432e-15,-0.019508,-0.14455,-6.036e-16,-0.019505,9.9795e-14,-0.22239,-0.0037065,7.8593e-19,-0,-0,-6.4384e-14,5.2312e-15,-0.54503,-0.023211,-0.22239,-0.048945,-0.74662,0.00054691
1.9968e-10,7.2677e-12,-7.6791e-11,-1.3974e-11,-0,0,0,0,-0,0,6.4656e-13,0,-0,0.044762,0.67142,0.17905,-1.1556e-12,1,0,0,0,-0,-4.2441e-12,-5.7497e-13,0,0,-0,0,3.4974e-11,-4.4503e-13,-4.4503e-13,0,0,4.383e-12,0,4.2137e-11,0,0,-8.6957e-16,-0,-0,-2.7708e-10,9.1868e-12,0,0,0,0,0,0.89523
-5.9822e-14,-3.7887e-14,3.9881e-15,5.9822e-15,-0,0.0085044,0,0.0033293,-0,0.00020394,0,0.0080006,-0,0,0,0,-2.4926e-16,0,-0.99943,1,0.00087836,-0,0,0,0.03593,0.97308,-0,0.012597,0,0,0,0.048638,0.34034,0,0.05117,4.387e-14,0.55448,0.029311,-9.7367e-19,-0,-0,6.381e-14,-1.9941e-15,0.0023748,0.081479,0.56304,0,0.0032532,0
4.1157e-15,-4.9389e-15,2.4694e-15,-2.881e-15,-0,0,0,0,-0,0,0,0,-0,0,0,0,-2.5723e-16,0,0,0,1,-0,0,0,0.035658,0.96572,-0,0.020573,0,0,0,0.04827,0.32223,0,0.048841,-5.762e-15,0.55028,0.044627,2.3864e-19,-0,-0,1.6463e-14,2.0579e-16,-0.99912,0.093676,0.55206,0,0,0
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
3.9413e-15,5.912e-15,-1.6554e-13,2.7589e-14,-0,0.0079379,0.00050345,0.002333,-0,0.00014929,0.00011478,0.0077472,-0,7.485e-06,0.00011227,2.994e-05,-1.1085e-15,0,0.00040831,0.00015102,0.00069802,-0,0.00010498,3.8827e-05,0.00031835,0.0086218,-0.99954,1,0.0063606,0.0021202,0.0021202,0.00042977,0.0028896,0.00074207,0.0023878,3.1531e-14,0.0048993,0.00037662,-3.007e-19,-0,-0,5.5179e-14,7.8827e-15,0.0018872,0.0035064,0.01126,0.00055934,0.0025853,0.0001497
1.4263e-14,-5.486e-16,-3.2916e-15,8.7775e-15,-0,0,1,-0.99995,-0,0,-4.1899e-05,0,-0,3.401e-06,5.1015e-05,1.3604e-05,4.8002e-16,0.0001149,0.75276,0.27842,-0.2699,-0,-3.609e-05,-1.3348e-05,0,0,-0,0,0,0,0,0,0,0,0,3.2916e-15,0,0,6.3619e-19,-0,-0,1.0972e-14,8.2289e-16,-0.72972,0,0,1.0312,-0.99961,6.802e-05
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
-1.6974e-13,-2.214e-14,-9.2249e-14,-1.6605e-14,-0,0,-0.00064867,-0.99976,-0,1,0.00021519,0,-0,-1.6088e-05,-0.00024132,-6.4351e-05,-2.1909e-15,-0.00052761,-0.00044274,-0.00016375,-0.26991,-0,0.00018572,6.869e-05,0.025944,0.70264,-0,0.01466,0,0,0,0.035118,0.2345,0,0.038722,-4.4279e-14,0.40034,0.032395,-2.0269e-18,-0,-0,-1.1808e-13,-6.4574e-15,-0.72976,0.07255,0.41262,-0.0006065,-0.99967,-0.00032175
