Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1.7515e-12,1.9903e-12,4.9758e-13,7.3642e-13,-0,3.1845e-13,2.7367e-13,9.1554e-13,-0,5.7222e-14,-0,6.9661e-13,-0,-0,1.827e-15,4.5676e-16,1,7.7747e-15,1.1942e-13,5.1002e-14,2.6372e-13,-0,-0,-0,3.9806e-14,1.2539e-12,-0,3.2343e-14,6.17e-13,4.2792e-13,4.3787e-13,6.2197e-14,1.0947e-13,6.2197e-14,5.3739e-13,6.568e-13,2.6372e-13,1.8659e-14,1.025e-18,-0,-0,3.3437e-12,3.8873e-15,1.1743e-12,3.085e-13,1.234e-12,3.1347e-13,9.5535e-13,1
7.4606e-10,-3.222e-09,1.1421e-09,-3.964e-10,-0,0,0,0,-0,0,-0,0,-0,-0,0.39138,0.097844,8.7053e-12,1,0,0,0,-0,-0,-0,0,0,-0,0,0,0,0,0,0,0,0,1.0731e-09,0,0,-6.7825e-16,-0,-0,1.2815e-08,-2.1811e-12,0,0,0,0,0,0.48922
-2.8481e-14,-7.7306e-14,-1.2206e-14,2.0344e-15,-0,0,0.030409,0.25933,-0,0.01525,-0,0,-0,-0,0,0,-2.0662e-16,0,-0.96958,1,0.069991,-0,-0,-0,0.031184,1.0534,-0,0.031172,0,0,0,0.052652,0.27087,0,0.052299,0.30483,0.41733,0.0073567,-4.2683e-20,-0,-0,-1.2206e-13,-6.3574e-17,0.18924,0.060008,0.41981,0.030416,0.25923,0
3.8004e-15,-5.7005e-15,3.3253e-15,9.5009e-16,-0,0,0.053899,0.45725,-0,0.026903,-0,0,-0,-0,6.249e-07,1.5623e-07,-7.4226e-18,1.8151e-06,0.039325,0.014545,1,-0,-0,-0,0.02993,1.0111,-0,0.02992,0,0,0,0.050537,0.16339,-0.00019385,0.050151,0.53729,0.25375,0.0057796,1.8122e-21,-0,-0,-1.9002e-15,7.4226e-18,-0.54289,0.055737,0.25261,0.05387,0.45711,7.8113e-07
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
-3.3682e-13,-1.1482e-13,-1.531e-13,-6.5067e-14,-0,0,-0.00056637,0,-0,0,-0,0,-0,-0,0,0,-1.525e-15,0,-0.00032132,-0.00011884,0,-0,-0,-0,0,0,-0.99998,1,0,0,0,0,0,0,0,0,0,0,-2.4821e-19,-0,-0,-9.186e-14,-9.8678e-16,0,0,0,-0.00044016,0,0
7.6869e-15,8.785e-15,9.3341e-15,4.9416e-15,-0,0,1,-0.99357,-0,0,-0,0,-0,-0,0,0,1.244e-16,-5.0657e-07,0.76388,0.28253,-0.26818,-0,-0,-0,0,0,-0,0,0,0,0,0,0.0019861,0,0,0,0.0030421,4.1958e-05,2.1992e-20,-0,-0,2.6355e-14,3.8606e-17,-0.72509,0,0,1.0464,-0.99327,0
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.3531e-14,1.2664e-13,1.5829e-14,2.968e-14,-0,0,0.039581,-0.64603,-0,1,-0,0,-0,-0,1.8624e-06,4.6561e-07,-1.2367e-16,5.4345e-06,0.028832,0.010664,-0.17443,-0,-0,-0,0.024047,0.81234,-0,0.02404,0,0,0,0.040604,0.14631,0,0.042119,0.39294,0.22712,0.00511,7.5481e-21,-0,-0,1.6621e-13,9.2751e-17,-0.47161,0.047938,0.23475,0.039496,-0.64604,2.328e-06
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
8.5481e-12,5.2238e-12,-3.5617e-12,9.4978e-13,-0,-0.0024875,-0.003396,-0.0095087,-0,-0.00067919,-0,-0.0020822,-0,-0,-1,1,1.855e-14,-4.2897e-05,-0.0020751,-0.00076752,-0.27211,-0,-0,-0,0.020825,0.70349,-0,0.020822,-0.017234,-0.0057445,-0.0057445,0.035169,0.2606,-0.00057445,0.030355,9.4978e-13,0.40093,0.0066821,-0,-0,-0,7.5983e-12,5.5651e-15,-0.73572,0.036463,0.38369,-0.0028427,-1.0078,-1.7758e-05
Inf,Inf,Inf,Inf,NaN,Inf,Inf,Inf,NaN,Inf,NaN,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,NaN,Inf,Inf,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NaN,NaN,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2.8835e-13,9.8647e-14,7.5882e-14,3.0353e-14,-0,0,-0.057987,-0.49451,-0,-0.029079,-0,0,-0,-0,0,0,1.3042e-15,0,-0.042351,-0.015664,-0.13348,-0,-0,-0,1,-1.1806,-0,0.97718,0,0,0,-0.059014,-0.20022,0,-0.06604,-0.5797,-0.32493,-0.0164,5.0657e-20,-0,-0,2.58e-13,8.596e-16,-0.36088,-0.085536,-0.35044,-0.058015,-0.49436,0
