2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1044529.62443832,1080064.09513045,1116822.26835341,1154834.74120352,1194126.11685705,1409158.69752905,1478873.20036567,1550015.30225121,1622537.19480243,1696378.23821983,1771464.01362427,1847707.13925144,1925022.20245383,2003326.76629836,2082508.07164456,2149864.05647201,2216286.49859203,2281490.46161448,2345173.25748166,2406991.28191943,2466591.82098278,2523569.42863322,2577471.86656059,2627763.92734833,2673881.45034426
214980.146378948,284704.068208892,358153.800508047,435441.729968852,516671.498314189,401874.149891236,434209.726101461,466827.758248919,499677.813411274,532704.415297515,565850.865718472,599060.574317635,632284.99472747,665476.712497381,698584.720302298,720525.558880965,741162.597549878,760417.470655174,778220.464296631,794518.542177288,809281.259065385,822503.753377825,834215.899993264,844483.418337531,853439.974771026
329466.015220928,335504.483845723,341614.899761138,347803.648992396,354081.49981798,534879.625932929,569121.450861172,603524.981691449,638011.28152051,672492.040753306,706872.088164013,741050.207090553,774927.149987628,808399.727575497,841351.721989231,861056.860137299,878403.461106586,893113.50595583,904884.306627334,913386.093744748,918262.694638598,919119.039443753,915516.724747809,906955.130378675,892880.47185749
715063.609217391,744559.611284731,775207.36859227,807031.092211124,840044.617039074,874279.071596125,909751.749504501,946490.320559764,984525.913281918,1023886.19746652,1064591.92546025,1106656.93216088,1150095.0524662,1194927.03872287,1241156.34965533,1288807.19633471,1337883.03748545,1388376.95565865,1440288.95085432,1493605.18817468,1548329.12634418,1604450.38918947,1661955.14181278,1720808.79696966,1781000.97848677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
