2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1044529.62443832,1080064.09513045,1116822.26835341,1154834.74120352,1194126.11685705,1452199.30158038,1569888.97148975,1694074.83144506,1824834.0253439,1962219.59352398,2106257.73601771,2256947.11902079,2414276.56750732,2578225.89699983,2748723.93027409,2901751.36418428,2996876.29104033,3089601.0695842,3179492.6936221,3266086.56186964,3348924.62596642,3427513.76487662,3501340.84482823,3569836.40595495,3632462.80380582
214980.146378948,284704.068208892,358153.800508047,435441.729968852,516671.498314189,360343.157183708,346389.62461749,327831.465970087,304497.996171664,276224.311733254,242856.829316826,204256.062455252,160301.88432456,110886.775377286,55919.4663152352,0,0,0,0,0,0,0,0,0,0
329466.015220928,335504.483845723,341614.899761138,347803.648992396,354081.49981798,577920.22998426,660137.221985245,747584.510885293,840308.112061979,938333.396057457,1041665.81055746,1150290.18685991,1264181.51504112,1383298.85827696,1507567.58061876,1612944.16784957,1658993.25355489,1701224.11392555,1739203.74276778,1772481.37369496,1800595.49962224,1823063.37568715,1839385.70301545,1849027.60898529,1851461.82531905
715063.609217391,744559.611284731,775207.36859227,807031.092211124,840044.617039074,874279.071596125,909751.749504501,946490.320559764,984525.913281918,1023886.19746652,1064591.92546025,1106656.93216088,1150095.0524662,1194927.03872287,1241156.34965533,1288807.19633471,1337883.03748545,1388376.95565865,1440288.95085432,1493605.18817468,1548329.12634418,1604450.38918947,1661955.14181278,1720808.79696966,1781000.97848677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.25,0.25,0.25,0.25,0.255,0.26,0.265,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
0.2,0.2,0.2,0.2,0.2,0.193,0.186,0.179,0.172,0.165,0.158,0.151,0.144,0.137,0.13,0.127,0.124,0.121,0.118,0.115,0.112,0.109,0.106,0.103,0.1
8280,8395.16318025275,8511.92811872843,8630.31709363611,8750.35269304345,8400.16559612625,7998.68366849557,7583.26724577683,7153.58862655112,6709.31341361834,6250.1003868566,5775.60137377395,5285.46111771177,4779.31714365863,4256.79962163241,4148.33150499437,4035.65156494233,3918.65785210011,3797.2463062705,3671.31071604929,3540.74267770252,3405.43155329425,3265.26442805124,3120.12606695145,2969.89887052236
