5048.12737443749,5255.10690358438,5470.34274601272,5694.15678644615,5926.88322024305,6168.8690166452,6420.47439921873,6649.91692190984,6887.44407382074,7133.33753693454,7387.88871768871,7651.39908013136,7924.18049041771,8206.55557303064,8498.85807912215,8766.6449936018,9042.86949238971,9327.79743175111,9621.7030447035,9924.86920495626,10237.5876991665,10560.1595077732,10892.8950946806,11236.1147060683,11590.1486786168
4118319.59090835,4283441.48762996,4477108.0718403,4568471.73585769,4697186.69518408,4827113.37995251,4958239.23700504,5090584.70650386,5224210.67499787,5359151.03776069,5495391.30925637,5632849.78459648,5771412.06524821,5910928.07784946,6051269.16576754,6089427.56619598,6127022.71066836,6164039.53170446,6200468.7861368,6236295.41053886,6271479.92895217,6305927.22460679,6339605.95921583,6372503.6489243,6404605.7194883
7183944.56121325,7067104.23603151,6861340.92229268,6612066.16367652,6414380.93133125,6212940.6020335,6007767.44876526,5798922.09609159,5586499.90349983,5370550.57625674,5151068.54551852,4927992.48407055,4701253.42690002,4470780.40021798,4236548.31452864,4263263.35604997,4289584.05697829,4315499.86843431,4341004.31919283,4366086.86321259,4390719.86301777,4414836.72649679,4438415.51343137,4461447.48376162,4483922.43392747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636294.91478586,4754653.36490623,4821181.30796522,4854684.23887682,4927466.84531353,5000618.94815707,5074133.94804833,5148038.73921487,5222399.22885535,5297251.54372719,5372582.85685654,5448315.83231125,5524345.0056991,5600535.2735079,5676776.77192095,5712573.67919312,5747842.18849779,5782568.16482964,5816742.93704928,5850352.37395424,5883359.44261845,5915674.91272407,5947269.38540395,5978131.1493862,6008246.53237711
1029579.89772708,1070860.37190749,1119277.01796008,1142117.93396442,1174296.67379602,1206778.34498813,1239559.80925126,1272646.17662597,1306052.66874947,1339787.75944018,1373847.8273141,1408212.44614912,1442853.01631205,1477732.01946236,1512817.29144188,1522356.89154899,1531755.67766709,1541009.88292612,1550117.1965342,1559073.85263471,1567869.98223805,1576481.80615169,1584901.48980396,1593125.91223108,1601151.42987207
1795986.14030331,1766776.05900787,1715335.23057317,1653016.54091913,1603595.23283281,1553235.15050838,1501941.86219131,1449730.5240229,1396624.97587495,1342637.64406419,1287767.13637963,1231998.12101764,1175313.356725,1117695.10005449,1059137.07863216,1065815.83901249,1072396.01424457,1078874.96710858,1085251.07979821,1091521.71580315,1097679.96575444,1103709.18162419,1109603.87835784,1115361.87094041,1120980.60848187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133798.8666875,20637611.6987958,20916137.6296366,21050529.0364374,21353816.3461714,21657350.6943645,21961481.4758733,22266142.144857,22571352.1367702,22877069.2730274,23183145.7603519,23489297.0127989,23795171.5711556,24100362.5629357,24404519.3191402,24533777.6283721,24659858.7225047,24782653.8709961,24902015.680902,25017811.4403552,25129886.9197487,25237938.207382,25342037.0279421,25442167.5054591,25538344.4356072
4471103.53396904,4648078.17582947,4855853.92000592,4952368.79453904,5088966.86580638,5226477.38184585,5364968.69570799,5504410.92313618,5644795.31412117,5786098.15502573,5928268.63386911,6071219.33140294,6214842.67178924,6359013.14796922,6503616.45325531,6538062.79721513,6571662.43781948,6604386.39921634,6636195.40232117,6667054.0804434,6696921.33258053,6725716.16860485,6753457.70259311,6780141.70372159,6805772.11492351
7799336.40565126,7668705.89003544,7441783.55299715,7167690.21014232,6949387.82349713,6726958.94530642,6500590.78496343,6270330.81040003,6036251.29984387,5798405.85977139,5556823.2307445,5311507.38585528,5062461.33148649,4809693.32941243,4553240.74480906,4577356.94199794,4600880.35450393,4623790.69607076,4646060.46705582,4667664.90691894,4688575.24047622,4708734.76580623,4728156.86484708,4746838.57556081,4764782.65843063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
